string,backutil_0x5000_0,\c<$0F><$09>,,\c<$0F><$09>ゲー[setw]<$0F>ム[setw]<$0D>スタート,Game Start,,
string,backutil_0x5016_0,\c<$0F><$0A>,,\c<$0F><$0A>[setw]<$0F>デー[setw]<$0F>タ[setw]<$0F>ロード,Data Load,,
string,backutil_0x502C_0,\c<$0F><$0C>,,\c<$0F><$0C>[hw]バ[hw]ッ[hw]ク[hw]ア[hw]ッ[hw]プ[hw]ユ[hw]ー[hw]テ[hw]ィ[hw]リ[hw]テ[hw]ィ,Backup Utility,,
string,backutil_0x5057_0,\c<$0F><$0B>,,\c<$0F><$0B>モードを選択してください,Select mode.,,
string,backutil_0x5073_0,\c<$0F><$01>,,\c<$0F><$01>[hw]プ[hw]ラ[hw]イ[hw]ベ[hw]ー[hw]ト[hw]ア[hw]イ[hw]ド[hw]ルのデータを移します,Transfer Private Eye Dol data.,,
string,backutil_0x50A7_0,\c<$0F><$01>,,\c<$0F><$01>[hw]Ｐ[hw]Ｃ[hw]エ[hw]ン[hw]ジ[hw]ンのデータをコピーします,Copy PC-Engine data.,,
string,backutil_0x50D3_0,\c<$0F><$01>,,\c<$0F><$01>全てのデータを消します,Erase all data.,,
string,backutil_0x50ED_0,\c<$0F><$01>,,\c<$0F><$01>不要なデータを消します,Erase unneeded data.,,
string,backutil_0x5107_0,\c<$0F><$0F>,,\c<$0F><$0F>バックアップユーティリティー,[hw]Backup Utility[hw],,
string,backutil_0x5127_0,\c<$0F><$02>,,\c<$0F><$02>[hw]Ｐ[hw]Ｃ[hw]エ[hw]ン[hw]ジ[hw]ン,PC-Engine,,
string,backutil_0x513D_0,\c<$0F><$02>,,\c<$0F><$02>[hw]メ[hw]モ[hw]リ[hw]ベ[hw]ー[hw]ス[hw]１[hw]２[hw]８,Memory Base 128,,
string,backutil_0x515C_0,\c<$0F><$03>,,\c<$0F><$03>初期化済,Formatted,,
string,backutil_0x5168_0,\c<$0F><$03>,,\c<$0F><$03>未初期化,Unformatted,,
string,backutil_0x5174_0,\c<$0F><$03>,,\c<$0F><$03>接続不良,Bad connection,,
string,backutil_0x5180_0,\c<$0F><$03>,,\c<$0F><$03>容量不足,Insufficient space,,
string,backutil_0x518C_0,\c<$0F><$08>,,\c<$0F><$08>初期化してもよろしいですか？,Is it okay to format?,,
string,backutil_0x51AC_0,\c<$0F><$08>,,\c<$0F><$08>は　い,Yes,,
string,backutil_0x51B6_0,\c<$0F><$08>,,\c<$0F><$08>いいえ,No,,
