,,,,"//==================================
// ADV scene block 0xB86
// statue swings sword
//==================================",,,
string,advscene-0xB86-0_0,,,ナビ「あぶなぁい!!,Look out!,"NOTE: some of this transcription is actually taken from the game -- the script block for the first area has unused and unreferenced dialogue for this event, even though it's a separate adv scene. most likely it was originally just an overworld event and they decided to turn it into a cutscene later.",UNTRANSLATED
string,advscene-0xB86-1_0,,,メイ：うじゃ！,,,UNTRANSLATED
string,advscene-0xB86-2_0,,,メイ「‥‥‥‥‥‥‥‥‥‥‥‥‥し、死ぬかと思った‥。,I...I thought I was gonna die...,,UNTRANSLATED
string,advscene-0xB86-3_0,,,綾華「メ、メイちゃん‥‥‥‥よ、よかったぁ。,,"NOTE: and this line is in the in-game transcript but isn't actually in the cutscene, though it's clearly a follow-up to what happens in it",UNTRANSLATED
string,advscene-0xB86-4_0,,,,,,UNTRANSLATED
string,advscene-0xB86-5_0,,,,,,UNTRANSLATED
string,advscene-0xB86-6_0,,,,,,UNTRANSLATED
string,advscene-0xB86-7_0,,,,,,UNTRANSLATED
string,advscene-0xB86-8_0,,,,,,UNTRANSLATED
string,advscene-0xB86-9_0,,,,,,UNTRANSLATED
,,,,"//==================================
// ADV scene block 0xCC6
// motoko reports kanna missing
//==================================",,,
string,advscene-0xCC6-0_0,,,沢田：な、何だ！？何があった？,Wh-what? What happened?,,
string,advscene-0xCC6-1_0,,,メイ：素子、どうしたの？,"Motoko, what's wrong?",,
string,advscene-0xCC6-2_0,,,素子：うっ…ゆ、幽霊が…,A-a ghost...,,
string,advscene-0xCC6-3_0,,,メイ：え？,Huh?,,
string,advscene-0xCC6-4_0,,,素子：ゆ…幽霊が出て…,A...a ghost appeared...,,
string,advscene-0xCC6-5_0,,,"
　か、かんなを…かんなを…！[さ?]…",K-Kanna...,NOTE: motoko faints before she finishes the last word; presuming it's さらった (kidnapped),
string,advscene-0xCC6-6_0,,,,Kanna's been...tak--!,,
string,advscene-0xCC6-7_0,,,,,,UNTRANSLATED
