"string","ayaka-flashback-0_0",,,,,,"=IF(F1="""", ""UNTRANSLATED"", """")",
"string","ayaka-flashback-1_0",,,,,,"=IF(F2="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-0_0",,,,,,"=IF(F3="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-1_0",,,,,,"=IF(F4="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-2_0",,,,,,"=IF(F5="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-3_0",,,,,,"=IF(F6="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-4_0",,,,,,"=IF(F7="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-5_0",,,,,,"=IF(F8="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-6_0",,,,,,"=IF(F9="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-7_0",,,,,,"=IF(F10="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-8_0",,,,,,"=IF(F11="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-9_0",,,,,,"=IF(F12="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-10_0",,,,,,"=IF(F13="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-11_0",,,,,,"=IF(F14="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-12_0",,,,,,"=IF(F15="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-13_0",,,,,,"=IF(F16="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-14_0",,,,,,"=IF(F17="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-15_0",,,,,,"=IF(F18="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-16_0",,,,,,"=IF(F19="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-17_0",,,,,,"=IF(F20="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-18_0",,,,,,"=IF(F21="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-19_0",,,,,,"=IF(F22="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-20_0",,,,,,"=IF(F23="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-21_0",,,,,,"=IF(F24="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-22_0",,,,,,"=IF(F25="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-23_0",,,,,,"=IF(F26="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-24_0",,,,,,"=IF(F27="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-25_0",,,,,,"=IF(F28="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-26_0",,,,,,"=IF(F29="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-27_0",,,,,,"=IF(F30="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-28_0",,,,,,"=IF(F31="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-29_0",,,,,,"=IF(F32="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-30_0",,,,,,"=IF(F33="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-31_0",,,,,,"=IF(F34="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-32_0",,,,,,"=IF(F35="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-33_0",,,,,,"=IF(F36="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-34_0",,,,,,"=IF(F37="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-35_0",,,,,,"=IF(F38="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-36_0",,,,,,"=IF(F39="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-37_0",,,,,,"=IF(F40="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-38_0",,,,,,"=IF(F41="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-39_0",,,,,,"=IF(F42="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-40_0",,,,,,"=IF(F43="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-41_0",,,,,,"=IF(F44="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-42_0",,,,,,"=IF(F45="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-43_0",,,,,,"=IF(F46="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-44_0",,,,,,"=IF(F47="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-45_0",,,,,,"=IF(F48="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-46_0",,,,,,"=IF(F49="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-47_0",,,,,,"=IF(F50="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-48_0",,,,,,"=IF(F51="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-49_0",,,,,,"=IF(F52="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-50_0",,,,,,"=IF(F53="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-51_0",,,,,,"=IF(F54="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-52_0",,,,,,"=IF(F55="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-53_0",,,,,,"=IF(F56="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-54_0",,,,,,"=IF(F57="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-55_0",,,,,,"=IF(F58="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-56_0",,,,,,"=IF(F59="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-57_0",,,,,,"=IF(F60="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-58_0",,,,,,"=IF(F61="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-59_0",,,,,,"=IF(F62="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-60_0",,,,,,"=IF(F63="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-61_0",,,,,,"=IF(F64="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-62_0",,,,,,"=IF(F65="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-63_0",,,,,,"=IF(F66="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-64_0",,,,,,"=IF(F67="""", ""UNTRANSLATED"", """")",
